Point Name,X,Y,Z,LAT
P699,-3.12799,-0.241276,144.035,39
P700,4.21497,6.8203,151.913,25
P701,4.85678,14.663,158.295,19
P702,0.0628824,22.2972,162.773,18
P703,-8.7481,27.0656,163.915,76
P704,-4.00157,2.41933,143.942,41
P705,2.55592,10.0343,151.97,27
P706,2.40193,17.9206,158.347,22
P707,-3.02382,25.1049,162.923,20
P708,-12.1525,29.2205,164.462,-10000
P709,-3.50016,5.01093,142.174,38
P710,2.46393,12.9376,150.339,25
P711,1.87004,20.8482,156.697,20
P712,-3.78791,27.9538,161.131,19
P713,-13.0073,31.9301,162.386,-10000
P714,-2.04058,2.82459,143.147,39
P715,4.46111,10.4999,151.174,25
P716,4.08922,18.3276,157.557,20
P717,-1.77504,25.2021,161.964,18
P718,-11.1965,28.6882,163.036,-10000
P719,3.958,6.5528,146.853,28
P720,-2.4541,23.9997,159.699,18
P721,-10.8796,29.5756,161.315,-10000
P722,-20.7237,32.0163,159.821,30
P723,5.47197,7.57809,148.707,28
P724,2.99346,17.7208,156.441,19
P725,-2.81303,25.3264,160.207,19
P726,-11.3991,30.8496,161.21,-10000
P727,-21.2484,33.1429,159.382,32
P728,5.56743,4.87229,150.276,28
P729,3.4645,15.3168,157.758,19
P730,-1.98599,23.3203,161.127,19
P731,-10.3745,29.1369,161.338,-10000
P732,-19.9229,31.4337,158.432,32
P733,4.05081,5.57775,151.201,27
P734,1.46838,16.33,158.068,21
P735,-4.2032,24.4215,160.868,20
P736,-12.6042,30.2563,160.684,-10000
P737,-22.0947,32.5738,157.552,38
P738,2.7752,9.44737,151.412,22
P739,-0.91276,20.3343,157.51,18
P740,-7.25001,28.1668,159.51,18
P741,-15.8638,33.5458,158.298,31
P742,-25.0272,35.3012,154.051,-172
P743,6.02949,7.33346,151.66,26
P744,-4.09241,25.5386,160.615,24
P745,-12.904,30.7128,159.822,34
P746,-22.3962,32.4428,156.271,-172
P747,5.64747,5.42346,151.788,27
P748,2.14753,16.0681,158.348,22
P749,-4.27265,23.7627,160.462,21
P750,-13.1419,28.8043,159.513,34
P751,-22.6288,30.363,155.882,-173
P752,3.75329,8.30456,152.369,24
P753,-0.584634,18.998,158.381,21
P754,-7.19967,26.6496,160.405,20
P755,-15.9092,32.0897,159.71,32
P756,-25.4034,34.308,156.398,-177
P757,2.95504,8.9814,152.239,21
P758,-1.53381,19.7049,158.11,18
P759,-8.19213,27.355,160.014,17
P760,-16.869,32.8598,159.208,29
P761,-26.2776,35.3873,155.802,-180
P762,-2.52437,17.9271,167.922,2
P763,-10.7345,27.9415,165.532,54
P764,-17.9748,34.0948,161.329,-10000
P765,-25.8855,37.6041,155.568,29
P766,-34.1622,38.465,149.284,-176
P767,-16.3351,23.957,176.472,-160
P768,-23.2896,33.4996,170.581,-176
P769,-28.6433,39.5656,164.001,-185
P770,-33.8828,43.4972,155.902,-195
P771,-38.8087,44.9752,146.833,-196
P772,-20.8941,29.8235,175.284,-173
P773,-27.8603,38.5521,168.229,-185
P774,-33.3594,44.0072,161.214,-193
P775,-38.5783,47.6567,152.94,-202
P776,-43.2045,49.3945,143.729,-204
P777,-29.1844,45.0628,175.4,34
P778,-36.585,51.6153,166.638,-199
P779,-41.983,55.3036,158.478,-189
P780,-47.0813,57.3436,149.564,-191
P781,-51.5115,58.2677,140.111,-10000
P782,-27.9867,44.7208,177.932,-173
P783,-35.6598,50.9863,169.222,-187
P784,-41.1259,54.3583,160.983,-197
P785,-46.2769,55.7418,151.992,-190
P786,-50.5897,55.6176,142.458,60
P787,-28.0008,44.4659,178.704,-164
P788,-35.3791,50.1488,169.345,-180
P789,-40.6847,53.1932,160.852,-189
P790,-45.6499,54.7968,151.766,-182
P791,-50.1127,55.3582,142.297,-200
P792,-28.7452,45.8273,177.01,-172
P793,-36.3613,51.5797,167.887,-188
P794,-41.8567,54.5841,159.509,-196
P795,-47.0185,55.9747,150.508,-190
P796,-51.5284,56.0127,141.056,-208
P797,-30.9822,45.7021,180.811,-173
P798,-37.0872,50.7558,170.267,-191
P799,-41.4436,53.2861,161.087,-201
P800,-45.9473,54.3266,151.681,-205
P801,-50.408,54.3082,142.186,-195
P802,-30.5903,40.6215,184.951,-165
P803,-35.8775,45.8399,174.08,-185
P804,-39.4778,48.6906,164.658,-195
P805,-43.2066,50.3201,154.999,-188
P806,-46.6629,50.673,145.116,-195
P807,-32.3378,46.3326,180.029,-172
P808,-38.5212,50.3788,169.067,-188
P809,-42.8625,52.4174,159.746,-198
P810,-46.6213,53.5738,150.024,-201
P811,-49.6485,54.0907,139.994,-195
P812,-31.1598,49.0406,175.3,-172
P813,-37.5279,52.4848,164.229,-196
P814,-42.3042,53.6643,154.988,-201
P815,-46.3934,53.4621,145.352,-195
P816,-49.3745,52.1599,135.394,-208
P817,-19.7857,12.1762,157.436,32
P818,-22.3494,24.7934,159.255,-171
P819,-26.4671,33.4769,156.038,-183
P820,-31.2962,38.2897,148.603,-194
P821,-34.6979,37.9724,139.102,-195
P822,-24.4015,0.615112,139.803,-127
P823,-20.9388,10.2628,147.729,-60
P824,-21.3337,20.0653,150.406,-10000
P825,-24.7637,29.4274,148.551,-179
P826,-30.2973,35.8119,142.879,-189
P827,-20.1519,1.93626,129.246,-124
P828,-15.6753,12.9063,134.358,-147
P829,-16.8757,22.8572,136.191,-160
P830,-21.9323,31.6146,134.888,-168
P831,-29.4655,37.1968,130.81,-173
P832,0.0958609,9.32149,153.601,4
P833,-6.84908,20.4295,152.794,23
P834,-14.1062,27.1834,149.772,-10000
P835,-22.3513,31.3389,145.011,-10000
P836,-30.7841,32.819,139.087,-10000
P837,-9.54558,12.6078,171.551,-2
P838,-17.1469,23.1638,169.617,-10000
P839,-23.4577,30.0439,165.092,-162
P840,-29.5241,34.7905,158.132,-173
P841,-35.0421,36.8493,149.583,-180
P842,-21.095,22.6301,173.829,-158
P843,-27.9145,32.701,168.77,-173
P844,-32.9352,39.3321,162.477,-182
P845,-37.4711,44.3212,154.509,-192
P846,-41.5677,47.3942,145.409,-188
P847,-23.5943,28.4922,172.062,-167
P848,-30.6193,37.7616,165.835,-179
P849,-36.0776,43.7133,159.197,-188
P850,-41.2933,48.1382,151.29,-186
P851,-46.0334,50.9092,142.396,-10000
P852,-19.0343,10.5242,174.438,19
P853,-25.5639,21.8367,176.189,-163
P854,-30.1006,30.9816,174.528,-169
P855,-33.3729,39.0117,169.035,-180
P856,-35.2613,44.2364,160.379,-176
P857,-18.785,8.90334,173.306,18
P858,-25.0331,20.0491,176.587,-166
P859,-29.2286,29.5251,176.53,-171
P860,-32.6163,38.4549,172.675,-181
P861,-34.7085,45.5732,165.471,-192
P862,-19.4675,19.3693,173.916,17
P863,-26.8029,30.2931,172.98,-174
P864,-32.0344,38.6095,169.572,-178
P865,-36.6847,45.679,163.504,-190
P866,-40.6294,51.3353,155.653,-185
P867,-15.894,25.6121,178.702,-11
P868,-23.054,30.9772,168.959,-181
P869,-28.2181,34.3779,160.486,16
P870,-32.987,37.4367,151.648,-195
P871,-37.5267,40.6135,142.731,-49
P872,2.0977,27.0084,163.224,20
P873,-7.74212,25.7666,154.478,40
P874,-15.1191,23.7297,147.303,-168
P875,-21.8699,21.2159,139.684,-173
P876,-27.5809,18.7067,131.268,34
P877,-7.15503,28.4883,150.534,43
P878,-16.8916,23.2608,143.261,-163
P879,-23.9855,18.2736,137.352,-169
P880,-30.6994,13.1136,131.147,-10000
P881,-37.1638,7.94352,124.689,-145
P882,-30.5103,45.7599,143.952,-205
P883,-36.0126,37.7915,134.943,-190
P884,-39.7849,30.7762,128.115,-181
P885,-43.2828,23.0254,121.985,-175
P886,-46.4692,14.4646,116.844,-10000
P887,-13.4343,29.3559,151.251,36
P888,-22.231,26.5075,141.871,-200
P889,-28.0876,22.3342,134.279,-10000
P890,-32.6096,16.4893,126.942,-10000
P891,-34.9181,8.59648,120.65,-10000
P892,0.502439,9.97363,141.877,36
P893,-9.80715,15.7288,136.119,-154
P894,-18.447,16.9814,130.562,-158
P895,-26.5725,14.3515,124.842,-10000
P896,-32.7877,7.70528,120.123,-10000
P897,-1.96424,12.0309,140.756,-21
P898,-12.0147,17.7987,134.583,-160
P899,-20.4093,19.3209,128.654,-165
P900,-28.7746,17.618,122.801,-10000
P901,-36.4014,12.3914,118.204,-10000
P902,0.575128,12.4321,152.125,22
P903,-7.06114,22.736,149.12,24
P904,-14.2959,28.9372,144.955,-164
P905,-21.9383,32.6536,138.988,-173
P906,-29.2866,33.5158,131.697,41
P907,3.14107,17.5588,172.446,-10
P908,-5.66299,22.8057,164.07,0
P909,-12.5763,26.0191,156.869,-175
P910,-19.4187,28.2532,149.239,-177
P911,-26.2494,29.6602,141.398,-181
P912,5.91345,14.1576,173.98,-8
P913,-2.81599,20.0668,165.968,-10000
P914,-9.6088,24.0466,159.037,5
P915,-16.3656,27.0909,151.619,-169
P916,-23.0197,29.0764,143.763,-178
P917,-8.57483,21.2751,180.642,-12
P918,-15.6497,26.6689,170.835,-5
P919,-21.0886,30.325,162.638,-173
P920,-26.7584,33.5195,154.401,-186
P921,-32.8224,36.4698,146.358,-189
P922,-15.2797,27.9336,178.691,-5
P923,-21.7449,31.834,167.809,7
P924,-26.5832,34.4405,158.867,19
P925,-31.1893,36.5743,149.679,24
P926,-35.7871,38.3221,140.405,-10000
P927,-7.05733,8.70619,187.147,-11
P928,-13.627,18.2963,180.811,-10000
P929,-18.6056,25.2773,174.791,-156
P930,-22.9934,31.3236,167.477,-162
P931,-26.3455,36.0975,158.811,-173
P932,-7.86565,7.74505,187.647,-12
P933,-14.6245,17.5095,181.794,-10000
P934,-19.6986,24.9768,176.441,-164
P935,-24.5048,32.3081,170.667,-171
P936,-29.0629,39.512,164.54,-179
P937,-8.99185,11.7651,183.202,-4
P938,-16.2315,21.7343,178.364,73
P939,-21.4339,29.574,173.726,-169
P940,-26.2553,37.086,168.219,-178
P941,-30.7415,44.1626,161.905,18
P942,-13.8483,15.3432,181.474,-3
P943,-20.6606,25.9356,177.439,-170
P944,-25.4172,34.1193,172.971,-177
P945,-30.1142,41.2869,166.968,-189
P946,-34.5952,47.4212,159.754,18
P947,-2.90079,4.55529,185.777,-5
P948,-10.618,14.6972,182.171,-3
P949,-16.1314,22.8718,178.621,-173
P950,-20.7106,30.8552,173.666,-3
P951,-24.0897,38.1951,167.04,4
P952,31.9011,-15.0672,195.925,-2
P953,25.9732,-3.90474,191.973,3
P954,21.3683,4.76909,188.265,-5
P955,16.5147,13.1739,184.266,-10000
P956,11.4029,21.3026,180.021,-10000
P957,25.5242,-10.5549,195.3,4
P958,18.7595,-0.0148556,191.056,-2
P959,12.744,7.676,187.215,-6
P960,6.5826,14.9077,182.762,-10000
P961,0.643871,21.8031,177.543,-2
P962,28.9121,-12.623,194.82,3
P963,22.5187,-2.01105,190.149,4
P964,16.8717,5.80789,186.023,-8
P965,10.7666,12.9656,181.383,-10000
P966,4.49138,19.5393,176.136,-8
P967,31.6759,-16.3593,198.007,7
P968,25.0536,-6.24116,192.64,0
P969,19.5416,1.22085,187.732,-3
P970,13.876,8.25257,182.386,-10000
P971,7.97061,14.6869,176.568,-4
P972,25.4244,-21.0728,197.82,3
P973,18.9921,-10.0519,194.317,4
P974,13.6795,-1.61316,191.051,-8
P975,8.73914,6.70064,186.987,-10000
P976,3.95502,14.6847,182.143,-7
P977,26.373,-17.9604,194.228,4
P978,19.7771,-7.28226,190.001,-4
P979,14.6881,1.21609,186.527,-8
P980,10.0678,9.82705,182.701,-10000
P981,5.76501,18.3171,178.278,-8
P982,29.0909,-15.6937,193.271,4
P983,22.8179,-5.04069,188.514,-4
P984,18.2079,3.47048,184.455,-7
P985,14.0304,12.0992,180.176,-10000
P986,9.91103,20.6299,175.65,-8
P987,32.3569,-15.983,194.679,4
P988,25.6056,-5.73213,189.715,-4
P989,20.6048,2.38957,185.339,-7
P990,16.2161,10.712,180.686,-10000
P991,12.0045,18.9807,175.775,-8
P992,31.3693,-19.6895,197.801,4
P993,24.8921,-9.35441,192.666,-4
P994,20.0349,-1.25767,188.083,-6
P995,15.67,6.8646,183.07,-10000
P996,11.4644,14.7506,177.565,-7
P997,27.5746,-18.8619,197.093,4
P998,21.2941,-8.32228,192.12,-4
P999,16.514,-0.124018,187.642,-7
P1000,12.3327,8.05904,182.578,-10000
P1001,8.39521,15.9512,176.891,-7
P1002,27.6962,-15.5133,194.544,3
P1003,21.8251,-4.85223,189.323,-5
P1004,17.6016,3.60085,184.754,-9
P1005,13.7497,12.0461,179.853,-10000
P1006,9.92014,20.1841,174.444,-8
P1007,29.7256,-13.6266,196.587,4
P1008,25.6786,-1.62873,192.738,-10000
P1009,22.968,7.84292,189.139,-7
P1010,19.6089,16.6764,184.647,-10000
P1011,15.1992,24.288,179.019,-7
P1012,30.0308,-17.9472,197.514,5
P1013,24.2752,-7.0354,192.699,-3
P1014,20.1788,1.59657,188.361,-6
P1015,16.2654,9.92389,183.328,-10000
P1016,11.9927,17.5815,177.569,-7
P1017,26.7538,-16.5329,197.001,2
P1018,20.4029,-5.75676,192.648,-5
P1019,15.4704,2.67093,188.812,-9
P1020,10.9719,10.7985,183.964,-111
P1021,6.92307,18.3106,177.884,-8
P1022,25.8425,-12.627,194.439,4
P1023,19.6388,-1.97608,189.584,6
P1024,14.7335,6.35348,185.49,-9
P1025,9.84441,14.4115,180.881,-10000
P1026,4.9354,21.9609,175.497,-4
P1027,27.1352,-11.0174,192.562,1
P1028,20.9934,-0.76859,186.844,-6
P1029,16.5265,7.419,182.027,-12
P1030,12.2343,15.5164,176.908,-6
P1031,7.78652,23.297,171.442,-2
P1032,30.4603,-16.6318,196.717,-1
P1033,24.6153,-6.28848,190.888,-3
P1034,20.261,1.51756,185.394,-10000
P1035,15.8744,8.87987,179.337,-10000
P1036,11.3611,15.804,172.866,-10000
P1037,27.3525,-18.437,197.269,3
P1038,21.0439,-8.52818,191.193,-3
P1039,16.1781,-1.05489,185.662,-9
P1040,11.8743,6.35693,179.608,-10000
P1041,7.8313,13.437,173,-3
P1042,25.2432,-13.4298,194.85,1
P1043,18.8143,-3.77085,188.495,-6
P1044,14.0846,3.7006,182.843,-10000
P1045,9.7682,11.1399,176.826,-9
P1046,5.65264,18.3412,170.393,-2
P1047,24.6719,-1.30075,191.651,-5
P1048,18.2685,6.99805,183.554,-10
P1049,13.3519,13.4383,176.878,-2
P1050,8.19561,19.5121,170.044,5
P1051,2.82662,25.2245,163.061,10
P1052,27.5378,-4.72371,195.183,-3
P1053,21.4224,3.60706,186.912,56
P1054,16.2686,9.45114,179.89,68
P1055,10.4261,14.523,172.809,5
P1056,3.98449,18.9268,165.791,3
P1057,28.0075,-9.94066,175.729,7
P1058,18.4969,-1.33671,178.882,-7
P1059,10.3344,5.14325,179.209,-3
P1060,2.18555,11.1629,176.827,-10000
P1061,-5.37893,16.2815,171.834,3
P1062,32.1483,-4.27636,172.666,12
P1063,22.7941,4.44447,175.986,-5
P1064,14.769,11.0917,176.528,-3
P1065,6.56523,17.1852,174.531,-10000
P1066,-1.24984,22.3443,169.961,3
P1067,28.5047,-6.12602,173.815,3
P1068,19.8364,3.26821,177.168,-8
P1069,12.0593,10.1718,178.002,-3
P1070,3.76442,16.2252,176.298,-10000
P1071,-4.42311,21.1891,172.154,2
P1072,28.8657,-5.94671,172.759,5
P1073,20.252,3.50566,176.065,-6
P1074,12.7315,10.7042,176.52,-3
P1075,4.5636,16.7699,174.369,-10000
P1076,-3.55195,21.4031,169.765,3
P1077,29.403,-5.44155,171.74,4
P1078,20.8869,4.04917,175.185,-6
P1079,13.4119,11.2764,175.736,-4
P1080,5.29372,17.3292,173.456,-10000
P1081,-2.72925,21.7704,168.539,3
P1082,32.6162,-6.67122,173.274,6
P1083,24.3548,3.04257,176.728,-6
P1084,16.9472,10.3404,177.423,-1
P1085,8.65922,16.384,175.686,-10000
P1086,0.10899,20.8847,171.749,4
P1087,30.4134,-7.79868,173.826,7
P1088,21.8776,1.60179,177.445,-6
P1089,14.3933,8.81886,178.13,-3
P1090,6.25133,14.932,176.099,-10000
P1091,-1.81454,19.4447,171.337,3
P1092,29.4066,-6.26672,173.116,5
P1093,21.2309,3.42002,176.828,-5
P1094,14.1213,10.9903,177.616,-3
P1095,6.16714,17.3647,175.672,-2
P1096,-1.93261,22.0086,171.085,4
P1097,29.275,-5.12725,172.192,6
P1098,21.0284,4.51386,175.849,-4
P1099,13.9124,12.0872,176.392,-2
P1100,6.12918,18.5289,174.028,-10000
P1101,-1.68263,23.2661,169.047,5
P1102,29.2912,-6.70867,174.448,0
P1103,21.1807,3.14979,177.858,-7
P1104,13.8803,10.5603,178.583,-3
P1105,5.82001,16.9342,176.898,-10000
P1106,-2.33791,22.0931,172.928,1
P1107,26.5039,-0.966162,173.306,-2
P1108,17.628,8.26032,176.618,-5
P1109,9.86865,15.1923,177.597,52
P1110,1.74685,21.6204,176.351,-10000
P1111,-6.32423,27.2634,172.868,4
P1112,31.9578,-2.35317,172.145,7
P1113,23.2189,6.89939,175.725,-4
P1114,15.7388,14.1147,176.705,-1
P1115,7.59225,20.4673,175.334,-10000
P1116,-0.639724,25.7945,171.74,5
P1117,34.4005,-6.09943,173.343,8
P1118,25.7172,3.1884,176.921,-5
P1119,18.1758,10.3511,177.712,-2
P1120,9.97194,16.5305,176.024,-10000
P1121,1.62339,21.3572,172.038,3
P1122,32.4545,-9.89057,175.247,9
P1123,24.0196,-0.433409,178.913,-5
P1124,16.6131,6.8752,179.52,-3
P1125,8.37198,12.9462,177.706,-10000
P1126,-0.000505567,17.3682,173.389,3
P1127,28.7212,-8.63584,175.549,8
P1128,20.1814,0.770124,179.172,-5
P1129,12.7628,8.05297,179.975,-3
P1130,4.72728,14.3879,178.147,-10000
P1131,-3.34204,19.2751,173.735,4
P1132,31.1534,-2.33293,172.898,-2
P1133,22.1141,6.65296,176.409,-8
P1134,14.2066,13.4005,177.28,-10000
P1135,5.91217,19.4742,175.586,-10000
P1136,-2.0635,24.8987,171.575,2
P1137,30.4173,-9.1393,174.752,5
P1138,22.2456,0.639902,178.175,-7
P1139,14.892,8.00067,178.64,-2
P1140,6.59432,13.9076,176.627,-10000
P1141,-1.87006,17.9202,172.11,3
P1142,29.5746,-3.63235,171.9,0
P1143,21.2348,6.0114,175.355,-6
P1144,14.0939,13.5759,175.875,0
P1145,6.18597,19.9391,173.686,-10000
P1146,-1.87481,24.589,169.01,5
P1147,33.7477,-3.89972,172.074,8
P1148,24.8935,5.0859,176.016,-5
P1149,17.2293,12.0652,177.039,-3
P1150,9.05577,18.1588,175.12,-10000
P1151,1.09468,22.8285,170.328,3
P1152,33.7073,-7.74822,173.862,10
P1153,25.2506,1.69102,177.562,-3
P1154,17.8855,9.0234,178.258,-2
P1155,9.67818,15.0645,176.305,-10000
P1156,1.30147,19.2171,171.755,4
P1157,29.8485,-7.16567,174.525,6
P1158,21.1839,2.16825,178.044,-6
P1159,13.6358,9.32233,178.92,-4
P1160,5.42445,15.5092,177.354,-10000
P1161,-2.80996,20.2903,173.157,2
P1162,29.5788,-1.5095,172.957,-2
P1163,20.7971,7.76004,176.378,-8
P1164,13.2627,14.9399,177.101,-2
P1165,5.12628,21.2032,175.367,-10000
P1166,-3.04149,26.257,171.299,3
P1167,34.8319,-5.87187,173.156,10
P1168,18.1996,10.0892,177.69,-1
P1169,9.92915,16.0582,175.727,-10000
P1170,1.65296,20.4525,171.183,3
P1171,32.1716,-9.48796,175.074,10
P1172,23.7464,0.017742,178.668,-3
P1173,16.4019,7.38823,179.342,-2
P1174,8.2064,13.5404,177.611,-10000
P1175,-0.169279,18.0061,173.349,4
P1176,29.3284,-7.1774,175.158,8
P1177,20.6877,2.19225,178.642,-5
P1178,13.2222,9.43192,179.347,-3
P1179,5.16032,15.6513,177.309,-1
P1180,-2.90576,20.281,172.633,4
P1181,30.2125,-4.65056,174.029,11
P1182,21.5388,4.66853,177.58,-6
P1183,14.1503,11.9801,178.339,-4
P1184,6.19404,18.3208,176.29,-3
P1185,-1.61994,23.1433,171.416,3
P1186,29.4502,-1.34772,174.009,-2
P1187,20.799,8.07156,177.388,-8
P1188,13.3426,15.3235,178.377,-10000
P1189,5.32875,21.8924,177.17,-10000
P1190,-2.87212,27.4456,173.852,2
P1191,29.9241,-2.56961,173.141,7
P1192,21.4745,7.18121,175.988,-4
P1193,14.2146,14.6769,176.477,-1
P1194,6.09281,21.0722,175.038,0
P1195,-2.28198,26.3982,171.755,5
P1196,31.2427,-2.07822,172.721,9
P1197,22.8175,7.67377,175.629,-3
P1198,15.6626,15.2573,175.947,-1
P1199,7.74196,21.6977,173.888,5
P1200,-0.449611,26.737,169.808,4
P1201,31.3746,-0.888996,172.454,10
P1202,22.85,8.66335,175.721,-2
P1203,15.5587,16.0853,176.226,0
P1204,7.52181,22.2995,174.041,6
P1205,-0.489707,27.0716,169.388,6
P1206,31.5366,0.52966,172.243,14
P1207,22.5725,9.55188,175.864,-3
P1208,14.9471,16.6028,176.77,-2
P1209,6.79203,22.8032,174.974,5
P1210,-1.23661,27.8429,170.643,5
P1211,31.5954,-4.74332,178.752,6
P1212,23.57,5.18729,182.079,-6
P1213,16.1779,12.4828,182.616,-3
P1214,7.33044,17.713,181.146,-10000
P1215,-1.88712,20.9448,177.547,2
P1216,29.0787,-9.0015,181.385,9
P1217,19.9023,-0.6974,186.01,-4
P1218,11.5094,5.22577,187.689,-2
P1219,2.63089,10.4247,186.35,-10000
P1220,-5.82985,14.6146,182,3
P1221,26.6396,-8.27278,178.008,12
P1222,16.8164,-0.613897,182.332,-5
P1223,7.87083,4.53456,183.683,-4
P1224,-1.04563,9.59541,182.012,-10000
P1225,-9.04318,14.5185,177.514,3
P1226,27.3226,-5.6832,175.881,12
P1227,17.6309,2.53157,179.447,-5
P1228,8.98757,8.30758,180.172,-3
P1229,0.201677,13.4783,178.112,-1
P1230,-8.0347,17.7934,173.407,4
P1231,27.7172,-4.02289,172.202,8
P1232,19.0925,4.7164,176.994,-3
P1233,11,11.0977,178.049,-1
P1234,2.31436,16.1231,175.599,0
P1235,-5.89286,19.2871,170.098,6
P1236,28.5556,0.0588347,170.631,7
P1237,21.1163,8.54483,177.362,-6
P1238,13.1568,14.6109,179.898,-2
P1239,4.22795,19.5138,178.478,-10000
P1240,-4.20942,22.6785,173.417,3
P1241,27.7224,-4.93552,171.083,9
P1242,21.6836,4.04693,178.455,-4
P1243,14.5361,11.0243,180.869,-1
P1244,5.90705,16.3015,179.255,-10000
P1245,-2.52821,18.9392,173.995,4
P1246,19.4639,0.386786,170.961,-4
P1247,13.4162,10.2767,177.059,-4
P1248,6.04528,17.2033,178.709,-10000
P1249,-2.37371,22.111,175.828,-10000
P1250,-9.6243,23.9203,168.884,2
P1251,23.8333,-0.628232,170.915,-1
P1252,19.3198,9.31284,178.083,-4
P1253,12.5574,16.5567,180.701,-64
P1254,4.11253,22.1102,179.138,-10000
P1255,-4.32545,24.8122,173.956,1
P1256,18.9027,-2.15967,168.38,2
P1257,16.1311,7.73352,176.425,-7
P1258,10.6777,15.7901,179.532,-2
P1259,2.77767,22.0177,178.283,-10000
P1260,-5.55432,24.6743,173.05,2
P1261,19.7662,-2.82736,166.237,5
P1262,17.297,6.95652,174.5,-4
P1263,12.1073,15.1675,177.625,-1
P1264,4.58163,21.8077,176.2,-10000
P1265,-3.33676,25.0473,170.66,4
P1266,21.3679,-1.17695,167.796,4
P1267,19.2136,9.03164,175.584,-6
P1268,13.8225,17.1847,178.516,-10000
P1269,6.12329,23.7393,177.168,-10000
P1270,-2.0748,27.2975,172.155,3
P1271,20.0463,-4.01426,167.052,7
P1272,19.2094,5.70821,175.652,-3
P1273,14.8298,14.2207,179.084,0
P1274,7.59819,21.2721,178.08,-4
P1275,-0.548043,25.0462,173.228,4
P1276,19.6773,-0.959253,165.172,5
P1277,18.1193,9.63498,172.494,-3
P1278,13.1868,18.2629,174.645,-10000
P1279,5.88676,24.9064,172.283,5
P1280,-1.74313,27.9441,166.238,5
P1281,22.7853,-3.21541,166.198,7
P1282,21.7567,6.46183,174.734,-3
P1283,16.8115,14.74,177.801,-10000
P1284,9.35186,21.3284,175.99,-3
P1285,1.56161,24.3641,170.182,3
P1286,20.1751,-5.90412,167.653,6
P1287,19.9158,4.14647,175.825,-3
P1288,15.6523,12.8816,178.669,-1
P1289,8.41412,19.7498,177.007,-5
P1290,0.401618,22.8316,171.565,3
P1291,18.1658,-3.26445,167.931,5
P1292,16.1979,7.34315,175.04,-4
P1293,10.8214,15.7882,176.507,1
P1294,3.15934,21.6366,173.407,3
P1295,-4.57055,23.4244,166.998,3
P1296,18.101,-0.575827,171.2,1
P1297,13.2694,10.1313,176.595,-6
P1298,6.23506,17.523,177.018,1
P1299,-1.48229,22.9004,172.997,7
P1300,-8.39186,25.2191,165.759,16
P1301,15.1675,-2.75808,166.301,3
P1302,11.3916,8.31714,171.533,-4
P1303,5.06536,16.2796,171.312,3
P1304,-2.03287,21.6916,166.463,8
P1305,-8.12058,23.2035,158.405,17
P1306,19.5286,-8.43412,169.367,7
P1307,17.2231,2.50087,175.459,-1
P1308,10.9479,10.4266,176.023,-141
P1309,3.17477,15.6704,172.157,6
P1310,-3.99405,16.5131,165.066,20
P1311,15.8741,-6.1812,168.939,5
P1312,12.9988,4.95325,174.375,-2
P1313,6.73798,12.9119,174.077,4
P1314,-0.789491,17.9892,169.462,10
P1315,-7.64416,19.1192,161.985,19
P1316,17.9402,-1.84563,167.441,4
P1317,14.1959,9.44145,171.821,-3
P1318,7.00648,16.582,171.152,4
P1319,-1.13559,20.7367,166.567,13
P1320,-7.9032,21.6044,158.962,18
P1321,16.9567,-6.20944,170.865,5
P1322,13.9284,4.98904,175.973,-2
P1323,7.07784,12.4134,175.665,4
P1324,-1.02958,16.5617,171.172,7
P1325,-7.99669,16.4602,163.788,19
P1326,15.4342,-3.83386,169.664,5
P1327,10.7043,7.40295,173.031,0
P1328,3.26709,14.07,171.222,7
P1329,-4.76594,17.2629,165.758,17
P1330,-11.5841,16.5865,158.151,21
P1331,20.1079,-2.30099,170.358,5
P1332,13.7736,8.49244,172.177,3
P1333,5.38867,13.8712,169.9,7
P1334,-3.21561,15.9859,164.672,18
P1335,-10.3115,14.7088,157.37,23
P1336,15.0933,-3.17651,172.121,2
P1337,8.02444,7.29085,173.027,0
P1338,-0.432741,12.1489,169.936,6
P1339,-8.84327,13.7989,164.175,16
P1340,-15.8365,12.4425,156.713,22
P1341,14.7746,-0.883615,171.046,1
P1342,7.0819,9.20498,170.471,0
P1343,-1.3063,13.5578,166.476,6
P1344,-9.46633,14.5859,160.208,17
P1345,-16.344,12.5232,152.772,22
P1346,15.4752,-0.540561,170.332,0
P1347,8.53183,9.89777,168.49,-1
P1348,0.760561,14.1975,163.386,8
P1349,-7.19925,14.821,156.801,17
P1350,-14.3239,12.0751,149.84,22
P1351,16.5025,0.769624,170.842,1
P1352,9.06927,11.0699,169.964,0
P1353,0.860986,15.42,165.675,6
P1354,-7.15889,16.0977,159.228,17
P1355,-13.7741,13.2354,151.868,23
P1356,18.2332,-3.18444,172.201,3
P1357,10.9869,7.22191,171.716,3
P1358,2.79901,11.809,167.628,9
P1359,-5.35305,12.6766,161.395,20
P1360,-12.0356,9.7653,154.17,25
P1361,13.0345,-2.59882,170.907,-1
P1362,5.05094,7.08551,168.917,0
P1363,-3.0549,10.7761,163.827,6
P1364,-10.6137,11.0379,156.77,18
P1365,-16.7345,8.15955,148.958,22
P1366,13.7053,-1.74539,169.769,0
P1367,6.04241,8.01619,167.004,1
P1368,-1.74729,11.7203,161.434,10
P1369,-9.32427,11.7675,154.396,19
P1370,-15.7039,8.38724,147.017,23
P1371,14.4961,-0.239956,169.452,-1
